ñ¡ïøî‘çÜ,åªç›âøäi,åàéZì˙Ç‹Ç≈,å†óòóéÇøÇ‹Ç≈,ï™äÑì˙Ç‹Ç≈,éûâøëçäz,ó\ëzPER,PBR,ó\ëzEPS,BPS,îzìñê´å¸,ÉxÅ[É^íl,âﬂãéîzìñäz,âﬂãéîzìñóòâÒÇË,ïΩãœîzìñóòâÒÇË,åªç›îzìñäz,åªç›îzìñóòâÒÇË,52èTà¿íl,52èTçÇíl,êÑèß,ÉAÉiÉäÉXÉgà”å©êî,Open,High,Low,Close,Adj Close,Volume,MACD,Signal_Line,MACD_Signal_difference,DI+,DI-,DI+DI-_difference,Parabolic_SAR,Parabolic_SAR_difference,RSI_14,%K,Psychological_Line,RCI_26,MA_Deviation,MACD_Percentile,MACD_Current Deviation,MACD_Signal_difference_Percentile,MACD_Signal_difference_Current Deviation,DI+_Percentile,DI+_Current Deviation,DI-_Percentile,DI-_Current Deviation,DI+DI-_difference_Percentile,DI+DI-_difference_Current Deviation,Parabolic_SAR_Percentile,Parabolic_SAR_Current Deviation,Parabolic_SAR_difference_Percentile,Parabolic_SAR_difference_Current Deviation,RSI_14_Percentile,RSI_14_Current Deviation,%K_Percentile,%K_Current Deviation,Psychological_Line_Percentile,Psychological_Line_Current Deviation,RCI_26_Percentile,RCI_26_Current Deviation,MA_Deviation_Percentile,MA_Deviation_Current Deviation,MACD_Signal_Line_Last_Cross,MACD_Signal_Line_Last_Cross_Day,MACD_Signal_Line_Next_Cross_Day,DI+_DI-_Last_Cross,DI+_DI-_Last_Cross_Day,DI+_DI-_Next_Cross_Day
8881.T,528.0,59,115,-4024,24691603456,,0.37296116,,1415.697,0.39119998,0.428,23.0,0.04347826,4.91,46.0,0.087,428.0,613.0,none,,520.0,537.0,516.0,528.0,528.0,188700,-4.393,-6.359,1.965,38.608,15.823,22.785,444.0,84.0,61.386,82.692,66.667,-48.308,2.061,40.628,-0.159,60.814,0.214,62.232,0.161,15.708,-1.094,75.365,0.677,42.445,-0.235,91.087,1.22,70.755,0.52,75.129,1.016,77.911,0.972,31.802,-0.735,58.788,0.244,Golden,0,235.0,Golden,10,134.73684210526315
8897.T,516.0,55,115,-4178,69985599488,,0.89595,,575.925,0.2801,,18.0,0.035363458,4.8,30.0,0.0589,421.0,595.0,none,,497.0,516.0,497.0,516.0,516.0,2069800,1.278,2.684,-1.406,28.289,27.632,0.658,526.903,-10.903,49.505,96.97,41.667,-5.368,1.512,46.139,-0.064,37.288,-0.217,28.626,-0.663,36.737,-0.45,45.897,-0.108,86.711,1.027,43.921,-0.133,45.377,-0.158,93.518,1.357,21.598,-0.573,44.744,-0.187,50.193,0.126,Dead,115,86.44736842105263,Golden,10,155.2173913043478
8934.T,1905.0,65,115,-4086,92550422528,5.890538,0.983031,339.8,1937.884,0.4603,0.496,30.0,0.016155088,4.36,66.0,0.0355,1450.0,2235.0,none,,1862.0,1908.0,1856.0,1905.0,1905.0,197700,5.711,-1.404,7.115,36.906,25.373,11.533,1500.639,404.361,61.085,98.661,75.0,-45.026,2.293,59.382,0.166,67.048,0.3,50.465,0.005,28.023,-0.655,61.628,0.36,87.285,0.861,98.282,1.872,73.751,0.611,97.329,1.528,94.786,1.726,28.504,-0.835,54.471,0.221,Golden,15,199.66666666666666,Golden,15,129.88372093023256
8940.T,721.0,38,177,-4024,5778880000,4.294223,0.4591044,167.9,1570.449,0.3797,0.713,19.0,0.026610645,4.12,20.0,0.027999999,466.0,784.0,none,,708.0,723.0,708.0,721.0,721.0,18100,40.352,42.208,-1.856,31.593,29.67,1.923,661.159,59.841,57.746,64.341,58.333,86.462,6.635,84.429,0.716,36.332,-0.114,43.376,-0.249,33.998,-0.468,55.569,0.122,47.806,-0.195,70.554,0.458,68.618,0.507,67.213,0.605,68.107,0.774,88.836,1.397,74.852,0.48,Dead,0,220.6206896551724,Golden,13,115.44444444444446
9037.T,1300.0,56,115,-3386,96396296192,10.244287,1.1201972,124.04,1160.51,0.2754,0.464,32.5,0.025135344,2.57,37.5,0.029000001,898.75,1313.0,hold,1,1275.0,1313.0,1268.0,1300.0,1300.0,245600,56.066,58.84,-2.774,52.126,17.848,34.278,1218.0,82.0,70.921,88.235,58.333,89.265,8.692,98.654,2.296,31.791,-0.417,84.511,1.084,12.0,-1.214,87.319,1.222,99.495,2.607,87.29,1.012,83.844,1.082,77.976,1.037,54.584,0.459,88.144,1.23,73.219,0.624,Dead,20,168.2608695652174,Golden,185,-73.98648648648648
9048.T,1753.5,70,115,-2624,344804720640,12.347921,0.7622816,142.01,2300.331,0.16690001,0.096,27.5,0.015873017,0.97,60.0,0.0346,1600.5,2394.0,none,2,1730.0,1763.5,1730.0,1753.5,1753.5,656100,-47.181,-65.822,18.641,28.607,29.754,-1.148,1670.381,83.119,48.757,76.923,33.333,-20.615,0.919,11.13,-0.884,89.618,1.156,35.546,-0.424,38.319,-0.334,50.672,-0.039,35.91,-0.512,67.332,0.509,47.943,-0.094,73.887,0.901,9.22,-1.015,44.36,-0.319,60.424,0.177,Golden,97,56.83928571428572,Dead,7,111.30985915492958
9064.T,1744.0,62,115,,598113517568,17.287754,1.0518107,108.13,1658.093,0.7721,0.303,46.0,0.026861314,1.78,46.0,0.0269,1524.5,2761.5,hold,10,1716.0,1764.0,1716.0,1744.0,1744.0,1634900,-69.954,-102.152,32.198,43.564,28.155,15.409,1777.649,-33.649,58.556,90.544,58.333,-56.103,3.267,20.225,-0.619,90.369,1.262,76.542,0.627,28.977,-0.561,74.919,0.616,35.823,-0.424,51.727,-0.034,71.857,0.534,85.239,1.307,67.773,0.724,31.532,-0.758,68.412,0.441,Golden,140,26.69811320754718,Golden,15,114.20289855072463
9069.T,1511.0,66,115,,228981489664,10.551531,1.1967853,129.2,1262.549,0.4058,0.205,19.0,0.012641384,3.17,46.0,0.0306,1038.0,1544.0,buy,7,1506.0,1517.0,1494.0,1511.0,1511.0,434000,94.806,69.778,25.028,65.273,6.182,59.091,1404.217,106.783,93.699,92.798,83.333,96.513,16.802,99.917,4.988,99.751,4.058,98.319,2.362,1.513,-2.024,98.571,2.289,99.917,2.838,93.932,1.595,99.244,2.637,86.062,1.204,97.653,2.512,98.897,1.377,96.102,1.83,Golden,102,66.13725490196077,Golden,97,29.287878787878782
9090.T,1060.0,62,115,-1435,142742781952,14.540466,2.5557256,67.12,414.755,0.59830004,-0.123,31.0,0.030753968,1.35,32.0,0.0317,891.0,1635.0,hold,2,1015.0,1075.0,1006.0,1060.0,1060.0,519200,-67.651,-74.502,6.851,32.363,33.39,-1.027,1192.486,-132.486,41.477,39.053,41.667,-75.932,-5.834,9.39,-1.27,78.732,0.422,35.394,-0.442,52.97,0.024,41.818,-0.247,81.606,0.706,16.546,-0.681,24.576,-0.637,36.121,-0.461,49.231,0.347,6.552,-1.9,18.494,-0.013,Golden,190,152.30769230769232,Dead,5,219.75
9119.T,1127.0,57,115,,119239983104,,0.86926407,,1296.499,0.3007,0.691,56.0,0.050224215,4.21,49.0,0.043899998,1000.0,1408.0,none,,1131.0,1147.0,1124.0,1127.0,1127.0,193800,-29.3,-18.605,-10.695,29.458,45.034,-15.576,1272.517,-145.517,40.398,27.848,50.0,-62.53,-8.802,11.047,-0.884,12.957,-0.852,29.916,-0.599,78.739,0.831,25.042,-0.744,94.514,2.116,7.98,-1.189,26.952,-0.704,31.234,-0.721,37.217,-0.04,21.713,-1.136,23.305,-0.592,Dead,32,161.22222222222223,Dead,62,49.44736842105263
9143.T,1475.5,52,115,-1496,922881032192,13.7452135,1.6488779,111.56,894.851,0.5474,0.516,25.0,0.017094018,2.02,52.0,0.0356,1351.5,2157.0,buy,10,1467.0,1500.0,1465.5,1475.5,1475.5,1271600,-48.612,-53.317,4.705,24.302,42.291,-17.988,1596.983,-121.483,34.18,22.222,41.667,16.171,-2.082,27.635,-0.621,61.538,0.188,21.365,-0.722,69.436,0.609,25.519,-0.683,39.714,-0.498,31.429,-0.536,22.485,-0.824,30.178,-0.766,24.118,-0.427,61.043,0.328,48.012,-0.16,Golden,117,69.53846153846155,Dead,27,92.75
9216.T,1513.0,-53,177,,21326188544,11.59387,2.4465415,130.5,618.424,0.4158,1.356,53.0,0.035286285,,154.0,0.1025,1459.0,2348.0,none,,1515.0,1524.0,1506.0,1513.0,1513.0,127100,-111.004,-84.833,-26.172,11.936,59.077,-47.141,1767.354,-254.354,23.088,6.439,33.333,-59.932,-16.888,0.0,-1.499,19.014,-0.797,0.781,-1.588,98.438,1.85,0.781,-1.784,48.227,-0.012,27.66,-0.778,3.101,-1.612,13.953,-1.273,0.0,-2.033,22.222,-0.93,10.169,-1.199,Dead,47,112.16666666666666,Dead,57,48.0
9251.T,838.0,-81,-34,,11859962880,9.882075,1.4356519,84.8,583.707,0.39200002,0.205,28.07,0.033576556,,56.14,0.0672,828.0,1015.0,none,,836.0,848.0,836.0,838.0,838.0,71300,-18.452,-6.592,-11.86,31.638,50.282,-18.644,979.021,-141.021,36.727,3.012,50.0,-1.47,-9.747,43.919,0.132,22.297,-0.615,51.493,-0.116,85.821,1.172,28.358,-0.651,48.98,-0.222,27.891,-0.655,26.667,-0.694,5.185,-1.259,32.117,-0.334,45.528,-0.04,21.774,-0.664,Dead,20,251.25,Dead,25,145.0
9260.T,1926.0,71,24,,82357878784,3.123581,1.0293735,616.6,1871.041,0.8249,0.581,26.667,0.013838609,3.14,40.0,0.0208,1015.0,2333.3333,none,,1927.0,1928.0,1926.0,1926.0,1926.0,51200,42.593,-41.368,83.961,61.743,23.002,38.741,1232.952,693.048,73.39,99.686,41.667,-13.573,25.217,70.718,0.571,99.724,3.468,96.264,1.754,23.563,-0.8,87.644,1.302,39.335,-0.209,99.169,2.832,86.819,1.285,97.421,1.493,14.245,-0.697,48.071,-0.154,97.041,1.503,Golden,92,64.875,Golden,22,89.36363636363636
9264.T,1432.0,-49,268,,6657811968,,1.6187229,,884.648,1.0156,0.575,43.0,0.030561479,2.58,113.0,0.080299996,974.0,2441.0,none,,1406.0,1449.0,1392.0,1432.0,1432.0,166700,-0.252,-28.178,27.925,43.641,32.537,11.104,1283.376,148.624,56.993,49.298,33.333,-16.239,-1.891,65.988,0.1,71.802,0.396,72.424,0.651,25.758,-0.597,73.333,0.645,11.37,-1.013,67.638,0.364,79.456,0.724,69.486,0.43,5.706,-1.13,67.398,0.278,66.25,0.281,Golden,45,180.45454545454547,Golden,35,144.23076923076923
9278.T,1473.0,38,177,,29121357824,10.179683,1.4254237,144.7,1033.377,0.2898,0.252,25.0,0.017373176,1.43,50.0,0.0347,1098.0,1793.0,none,,1439.0,1484.0,1439.0,1473.0,1473.0,62900,13.385,1.936,11.448,41.022,23.722,17.3,1236.749,236.251,63.359,85.408,50.0,-7.419,5.437,51.316,-0.032,80.592,0.695,61.034,0.167,33.793,-0.526,67.931,0.358,75.908,0.657,92.739,1.443,69.759,0.44,72.165,0.896,24.232,-0.349,32.616,-0.415,68.214,0.358,Golden,40,177.0,Golden,15,85.27777777777777
9301.T,1117.5,57,115,-2624,412772106240,8.22326,1.0386789,126.33,1075.886,0.32709998,0.564,30.0,0.027173912,2.33,32.0,0.029000001,824.2,1124.5,none,5,1104.5,1124.5,1104.5,1117.5,1117.5,1368300,22.29,18.383,3.906,51.922,20.571,31.351,915.023,202.477,70.963,95.398,50.0,-16.171,7.323,84.27,0.811,70.305,0.547,86.526,1.177,16.558,-1.004,86.201,1.137,98.233,2.3,99.598,2.751,86.05,1.112,89.7,1.28,31.498,-0.171,37.428,-0.436,76.35,0.662,Golden,0,178.23529411764707,Golden,15,104.45945945945945
9308.T,1576.0,70,115,,39608819712,,1.1439182,,1377.721,0.104399994,0.224,11.28,0.0073056994,5.68,111.89,0.0725,910.0,1619.0,none,,1564.0,1590.0,1562.0,1576.0,1576.0,221900,94.344,43.385,50.959,58.463,14.019,44.444,1131.114,444.886,80.845,97.222,66.667,47.214,24.066,91.024,1.244,98.416,2.17,89.925,1.425,7.395,-1.348,92.926,1.476,68.182,0.112,97.463,1.737,94.968,1.733,94.004,1.502,85.897,1.344,70.607,0.777,96.316,1.697,Golden,105,110.15625,Golden,25,101.38888888888889
9310.T,1063.0,66,115,,67002589184,22.860214,0.76255435,46.5,1393.999,0.2866,0.457,7.0,0.006756757,1.9,34.5,0.033299997,589.0,1108.0,none,,1043.0,1068.0,1043.0,1063.0,1063.0,59100,46.315,40.604,5.711,50.909,10.505,40.404,818.576,244.424,78.869,97.573,58.333,-6.872,11.123,98.754,2.582,89.95,1.043,87.143,1.16,4.118,-1.686,92.017,1.538,98.67,2.646,99.917,4.045,93.283,1.694,93.367,1.369,61.274,0.617,38.253,-0.32,87.797,1.133,Golden,7,163.88235294117646,Golden,22,108.703125
9332.T,773.0,-26,115,,25352853504,9.549105,1.659108,87.7,465.913,0.35439998,0.946,20.5,0.026762402,3.03,22.0,0.0287,647.0,890.0,none,,771.0,779.0,762.0,773.0,773.0,99100,-8.888,-7.851,-1.038,33.784,25.0,8.784,732.237,40.763,51.923,33.333,33.333,-55.829,-3.451,39.264,-0.085,43.865,-0.044,45.513,-0.11,29.167,-0.676,60.577,0.313,34.462,-0.562,56.615,0.239,52.716,0.117,38.339,-0.487,9.524,-1.09,25.914,-0.932,41.722,0.062,Dead,10,177.30769230769232,Golden,10,96.66666666666667
9412.T,906.0,64,115,-4086,256722370560,13.101952,0.9283843,69.85,975.889,0.3307,0.287,21.0,0.023702031,3.59,22.0,0.0248,625.0,1107.0,none,2,863.0,913.0,857.0,906.0,906.0,1042800,3.959,5.49,-1.531,41.798,24.494,17.303,913.08,-7.08,65.468,90.625,75.0,-12.479,4.159,66.833,0.35,37.917,-0.106,72.091,0.6,21.417,-0.884,77.403,0.781,83.069,0.435,52.544,0.08,83.741,1.002,85.594,1.283,95.206,1.951,49.106,-0.135,70.068,0.539,Dead,35,140.7,Golden,10,124.921875
9503.T,1934.0,57,115,,1727112282112,5.9588823,0.69320834,328.53,2789.926,0.16379999,0.052,55.0,0.027562015,3.79,60.0,0.0301,1780.0,2929.0,buy,5,1915.5,1946.0,1890.5,1934.0,1934.0,107287900,-83.031,-2.626,-80.405,23.296,50.741,-27.445,2645.079,-711.079,27.787,5.434,41.667,-80.171,-27.515,10.353,-1.262,0.401,-3.785,16.071,-0.996,88.312,1.302,11.526,-1.212,92.129,1.502,0.241,-3.285,7.056,-1.425,9.165,-1.406,17.571,-0.63,9.419,-1.381,2.946,-2.151,Dead,130,52.85714285714286,Dead,120,6.666666666666671
9505.T,903.7000122070312,57,115,,188740452352,6.080472,0.5430782,148.62,1664.033,0.062800005,0.095,15.0,0.016585581,3.23,20.0,0.0221,675.7,1189.5,hold,3,907.7,919.6,899.0,903.7,903.7,1273700,-0.822,12.822,-13.644,34.032,36.164,-2.131,1063.791,-160.091,45.436,17.364,50.0,-41.333,-7.069,51.246,0.045,14.618,-0.872,50.168,-0.088,53.613,0.095,48.908,-0.096,30.673,-0.692,12.303,-1.02,42.149,-0.302,25.021,-0.973,45.516,0.131,38.422,-0.594,22.373,-0.582,Dead,147,52.64285714285714,Dead,7,124.5625
9506.T,1265.0,57,115,,632713773056,4.6978173,0.68611693,266.72,1843.709,0.070700005,0.017,25.0,0.019904459,3.85,30.0,0.0239,916.0,1614.5,buy,5,1269.0,1277.5,1248.0,1265.0,1265.0,2607400,0.98,28.621,-27.64,33.759,37.931,-4.172,1483.475,-218.475,49.631,26.031,41.667,-26.701,-5.714,53.821,0.038,6.395,-1.563,45.966,-0.174,59.328,0.27,43.95,-0.234,45.802,-0.116,10.557,-1.181,51.637,-0.058,31.738,-0.698,23.219,-0.47,41.645,-0.405,24.746,-0.389,Dead,32,134.92307692307693,Dead,12,88.17857142857143
9507.T,1258.5,56,115,,258847031296,8.203373,0.63813215,150.42,1972.162,0.1357,0.085,35.0,0.027888447,3.21,40.0,0.0319,974.2,1546.0,none,4,1265.0,1277.0,1248.0,1258.5,1258.5,844200,-0.142,10.329,-10.471,31.611,37.389,-5.778,1362.95,-104.45,48.565,29.508,41.667,-43.726,-3.209,45.764,0.021,24.917,-0.51,36.471,-0.318,61.849,0.269,37.227,-0.308,34.913,-0.525,27.847,-0.567,41.982,-0.166,28.883,-0.716,20.788,-0.547,28.584,-0.84,30.593,-0.143,Dead,147,67.5,Dead,7,105.06666666666666
9508.T,1516.0,57,115,,716390334464,8.33645,0.74408776,163.81,2037.394,0.2779,0.071,50.0,0.03269042,3.44,50.0,0.0327,979.3,1958.0,buy,5,1532.5,1536.5,1510.0,1516.0,1516.0,3241000,6.794,36.358,-29.563,39.418,34.214,5.205,1728.15,-212.15,50.455,39.062,41.667,-18.769,-3.927,57.309,0.116,4.485,-1.731,63.109,0.328,49.412,-0.015,57.059,0.174,58.77,0.219,9.892,-1.213,50.798,0.003,40.386,-0.347,19.279,-0.507,43.427,-0.306,32.881,-0.257,Dead,152,38.55555555555554,Golden,0,133.90322580645162
9509.T,864.5999755859375,57,115,,177530896384,6.372033,0.48288617,135.69,1790.484,0.0797,0.21,25.0,0.028610667,2.32,20.0,0.0229,601.0,1750.0,none,4,870.4,879.0,858.0,864.6,864.6,3365800,-44.2,-19.641,-24.559,26.109,39.853,-13.744,1045.92,-181.321,42.714,15.362,50.0,-83.043,-18.199,18.355,-0.755,7.309,-1.449,25.546,-0.732,66.387,0.379,28.739,-0.575,42.643,-0.431,12.968,-1.095,33.417,-0.45,23.09,-1.036,42.749,0.126,9.245,-1.323,6.102,-1.34,Dead,152,-1.5614035087719174,Dead,112,9.304347826086953
9511.T,950.0,57,115,-1650,51595829248,7.5878596,0.42419273,125.2,2239.548,0.1808,0.069,15.0,0.015690377,3.56,20.0,0.0209,936.0,1276.0,none,1,954.0,958.0,947.0,950.0,950.0,306100,-35.633,-26.497,-9.136,12.836,51.94,-39.104,1015.713,-65.713,19.731,2.206,25.0,-86.393,-10.602,18.771,-0.74,22.591,-0.597,3.445,-1.721,91.176,1.393,6.05,-1.657,24.938,-0.637,34.165,-0.437,3.107,-1.877,5.206,-1.549,2.934,-1.618,4.665,-1.467,10.508,-1.143,Dead,202,-28.122448979591837,Dead,147,-5.81355932203391
9534.T,548.0,57,115,-2260,48289153024,,0.60717463,,902.541,0.1491,0.149,18.0,0.033333335,3.2,18.0,0.033299997,421.8,757.0,none,,542.0,551.0,542.0,548.0,548.0,76900,-16.552,-5.395,-11.157,19.427,42.038,-22.611,593.619,-45.619,34.649,11.712,33.333,-88.444,-11.543,0.0,-2.169,1.08,-3.818,7.059,-1.352,83.866,0.982,8.824,-1.276,97.589,3.793,2.244,-1.979,10.327,-1.195,13.854,-1.305,8.634,-1.027,1.018,-1.807,1.271,-2.379,Dead,147,11.425925925925924,Dead,112,-25.35051546391753
9543.T,1032.0,64,24,,77667393536,12.908068,0.6725515,79.95,1534.455,0.2904,0.234,15.0,0.0147492625,1.95,54.0,0.0531,842.0,1128.0,none,1,1017.0,1038.0,1017.0,1032.0,1032.0,136400,9.69,13.705,-4.015,28.499,38.168,-9.669,1091.959,-59.959,32.653,31.298,41.667,54.325,1.744,60.467,0.245,28.893,-0.451,28.634,-0.563,66.287,0.365,29.51,-0.498,95.065,1.543,28.745,-0.671,12.336,-1.129,32.983,-0.627,18.079,-0.58,65.959,0.742,54.682,0.146,Dead,32,135.2,Dead,7,114.25
9551.T,1782.0,57,115,-1526,77764337664,11.281989,1.0700941,157.48,1665.274,0.3179,0.149,24.0,0.013407821,2.23,48.0,0.026800001,1553.0,2392.0,none,2,1777.0,1797.0,1770.0,1782.0,1782.0,141600,-42.646,-53.439,10.792,22.446,28.793,-6.347,1737.627,44.373,50.131,59.669,50.0,-47.487,-1.34,14.143,-1.097,74.502,0.686,9.221,-1.294,39.139,-0.295,29.918,-0.521,56.287,-0.011,46.906,0.144,44.785,-0.142,52.556,0.185,33.809,-0.147,23.27,-0.973,37.448,-0.228,Golden,62,100.27272727272728,Dead,7,102.03225806451613
9716.T,789.0,38,86,-2015,88009007104,16.60703,1.8148819,38.58,434.739,0.9926,0.643,27.0,0.03483871,3.16,54.0,0.069699995,738.0,952.0,none,1,770.0,796.0,766.0,789.0,789.0,358200,-20.438,-16.28,-4.158,19.178,39.384,-20.205,846.844,-57.844,37.0,38.542,50.0,-53.915,-4.228,8.227,-0.826,20.356,-0.443,6.438,-1.505,61.631,0.274,16.395,-0.934,68.676,0.748,20.458,-0.549,16.638,-0.97,37.822,-0.454,40.925,0.066,21.404,-1.109,29.784,-0.361,Dead,100,87.5,Dead,65,44.230769230769226
9743.T,819.0,9,58,-3415,38515359744,10.380228,1.2187645,74.4,671.992,0.4284,0.656,30.0,0.037128713,4.11,30.0,0.037100002,772.0,1068.0,none,,809.0,822.0,807.0,819.0,819.0,212700,-21.695,-12.653,-9.042,19.149,45.213,-26.064,941.034,-122.034,23.95,17.143,33.333,-58.701,-8.103,10.178,-0.853,11.874,-0.874,9.871,-1.3,74.85,0.615,16.395,-0.998,83.956,1.102,10.357,-1.135,5.06,-1.634,21.784,-1.038,8.476,-1.132,23.397,-1.041,21.732,-0.504,Dead,115,76.33333333333334,Dead,0,112.5
9765.T,992.0,38,177,,15802857472,,1.2688813,,781.791,0.4625,0.617,37.0,0.037411526,2.51,40.0,0.0404,872.0,1169.0,none,,996.0,996.0,991.0,992.0,992.0,48500,-4.926,-1.301,-3.625,24.638,43.188,-18.551,1051.181,-59.181,36.929,11.25,58.333,-56.376,-4.565,23.256,-0.605,19.352,-0.559,14.37,-1.08,74.874,0.634,18.403,-0.898,97.756,2.369,15.046,-0.917,17.548,-0.961,15.533,-1.238,67.142,0.743,17.981,-1.117,28.983,-0.372,Dead,187,11.604651162790702,Dead,7,124.015625
9832.T,1446.0,57,115,-4269,113346019328,13.745248,0.8845968,105.2,1634.643,1.6407001,0.33,60.0,0.042016808,4.13,60.0,0.042,1381.5,1681.0,none,,1427.0,1457.0,1425.0,1446.0,1446.0,351400,-31.227,-28.132,-3.094,26.753,35.584,-8.831,1474.147,-28.147,43.276,32.353,50.0,-80.513,-3.484,20.611,-0.697,40.458,-0.192,23.348,-0.774,53.391,0.054,34.163,-0.422,59.593,0.26,44.228,-0.182,31.561,-0.505,33.962,-0.6,41.096,0.064,10.225,-1.395,29.87,-0.302,Dead,120,85.1219512195122,Dead,225,-87.33333333333334
9837.T,1499.0,38,-5,-3813,39416803328,15.218274,0.98400843,98.5,1523.361,0.66,,57.0,0.038383838,3.58,68.0,0.0458,1147.0,1581.0,none,,1466.0,1508.0,1462.0,1499.0,1499.0,169200,8.307,-1.755,10.063,45.72,12.944,32.777,1290.492,208.508,68.627,94.706,75.0,-19.111,5.63,68.391,0.064,95.402,1.574,62.375,0.233,7.89,-1.431,83.14,0.939,96.795,2.33,99.425,2.971,83.485,0.961,85.56,1.193,96.769,2.098,32.942,-0.569,77.722,0.553,Golden,30,121.35593220338984,Golden,15,98.11688311688312
9842.T,1685.0,38,86,-3212,104975163392,8.534671,0.86336756,197.43,1951.66,0.3806,0.25,60.0,0.035799522,2.17,40.0,0.0239,1578.0,2011.0,none,1,1681.0,1693.0,1667.0,1685.0,1685.0,273600,-27.773,-23.174,-4.598,21.981,31.401,-9.42,1715.427,-30.427,38.132,36.885,58.333,-89.88,-4.313,18.802,-0.735,33.825,-0.257,12.979,-1.127,49.767,-0.027,28.105,-0.579,89.668,1.358,42.897,-0.181,19.776,-0.89,37.313,-0.459,64.991,0.689,2.17,-1.497,32.516,-0.377,Dead,150,9.183673469387742,Dead,5,108.65671641791045
9872.T,773.0,24,-14,,7173548032,,0.59014297,,1309.852,0.349,0.236,25.0,0.03192848,3.39,56.0,0.0715,750.0,964.0,none,,783.0,783.0,763.0,773.0,773.0,93500,-8.255,6.884,-15.139,28.508,55.902,-27.394,944.461,-171.461,34.961,5.291,41.667,25.333,-15.094,19.871,-0.592,4.281,-1.966,13.889,-1.057,85.376,1.051,11.111,-1.135,90.865,1.572,2.91,-2.013,10.776,-1.155,11.755,-1.379,19.234,-0.572,49.711,0.16,7.166,-1.461,Dead,13,150.27272727272728,Dead,13,91.58823529411765
9997.T,761.0,57,115,-4086,73229049856,8.974056,0.54136306,84.8,1405.711,0.4652,0.724,10.25,0.013630319,2.54,29.0,0.038599998,585.0,827.0,none,,759.0,767.0,750.0,761.0,761.0,417100,9.604,10.772,-1.168,38.767,22.467,16.3,657.0,104.0,60.494,91.667,66.667,-37.778,3.164,62.935,0.218,44.36,-0.102,60.429,0.201,18.884,-0.895,71.845,0.583,41.596,-0.175,84.975,0.983,72.298,0.586,86.707,1.336,85.959,1.33,33.016,-0.664,63.03,0.295,Dead,115,76.33333333333334,Golden,10,116.71641791044776
